序號,英文名稱,中文名稱,中國大陸譯名,來源網站
58,benchmark,基準；系統測試規範,基准测试,https://terms.naer.edu.tw/
59,benign environment,良性病毒環境,良性环境,https://terms.naer.edu.tw/
60,beta test,貝他測試,β测试,https://terms.naer.edu.tw/
61,bias,偏差；偏移；偏壓,偏移,https://terms.naer.edu.tw/
62,big endian,大端式,大端式的【形】,https://terms.naer.edu.tw/
63,binary,二進制；二元,二进制,https://terms.naer.edu.tw/
64,bind,連結；結合,绑定【动】,https://terms.naer.edu.tw/
65,biometric,生物特徵量測學,生物测定的【形】,https://terms.naer.edu.tw/
66,bipolar,雙極；雙極性,双极[性]的【形】,https://terms.naer.edu.tw/
67,bistable,雙穩的,双稳[态]的【形】,https://terms.naer.edu.tw/
68,bit,位元；比,[二进制]位,https://terms.naer.edu.tw/
69,bit string,位元串,位串,https://terms.naer.edu.tw/
70,bitmap,位元映像,位图,https://terms.naer.edu.tw/
71,black box testing,黑箱測試,黑盒测试,https://terms.naer.edu.tw/
72,blink,閃爍；閃視,闪烁【动】,https://terms.naer.edu.tw/
73,block,塊；段；資料段；成塊；區塊；阻擋,块,https://terms.naer.edu.tw/
74,block,塊；段；資料段；成塊；區塊；阻擋,阻塞【动】,https://terms.naer.edu.tw/
75,block diagram,方塊圖,框图,https://terms.naer.edu.tw/
76,board,板；接線板；交換台(電話),板,https://terms.naer.edu.tw/
77,board computer,板電腦,单板计算机,https://terms.naer.edu.tw/
78,bomb,炸彈,炸弹,https://terms.naer.edu.tw/
79,bombing,病毒惡意轟炸,轰炸,https://terms.naer.edu.tw/
80,Boolean,布林運算,布尔的【形】,https://terms.naer.edu.tw/
81,Boolean operation,布林運算,布尔运算,https://terms.naer.edu.tw/
82,boot,引導；啟動,引导【动】,https://terms.naer.edu.tw/
83,bootstrap,自舉；自我啟動；啟動程式,自展程序,https://terms.naer.edu.tw/
84,border,邊界,边框,https://terms.naer.edu.tw/
85,bot,執行重複功能程式,[网上]机器人,https://terms.naer.edu.tw/
86,bottom-up,由下而上,自底向上的【形】,https://terms.naer.edu.tw/
87,bounding box,定界框,限界框,https://terms.naer.edu.tw/
88,branch,分支；轉移；；分路；支路；分局；支局,分支,https://terms.naer.edu.tw/
89,breach,破壞；違反,攻破,https://terms.naer.edu.tw/
90,break,破裂；中斷；斷線；斷路；截斷,停歇,https://terms.naer.edu.tw/
91,breakpoint,分界點；斷點；暫停點,断点,https://terms.naer.edu.tw/
92,browse,瀏覽,浏览【动】,https://terms.naer.edu.tw/
93,brute-force attack,蠻力攻擊；蠻攻,蛮干攻击,https://terms.naer.edu.tw/
94,buffer,緩衝；緩衝器；緩衝區,缓冲器,https://terms.naer.edu.tw/
95,bug,錯誤,隐错,https://terms.naer.edu.tw/
96,built-in,內建,内置的【形】,https://terms.naer.edu.tw/
97,bulletin board,佈告欄,公告板,https://terms.naer.edu.tw/
98,bulletin board system (BBS),電子佈告欄系統,公告板系统,https://terms.naer.edu.tw/
99,bus,匯流排,总线,https://terms.naer.edu.tw/
100,bypass,旁路；跳過；略過,旁路,https://terms.naer.edu.tw/
101,byte,位元組；拜,字节,https://terms.naer.edu.tw/
102,cache,高速緩衝記憶體；快取,高速缓存,https://terms.naer.edu.tw/
103,calculator,計算器,计算器,https://terms.naer.edu.tw/
104,calendar program,行事曆程式,日历程序,https://terms.naer.edu.tw/
105,call,呼叫；撥叫；召用,调用,https://terms.naer.edu.tw/
106,callback,回撥；回叫；回呼,回叫,https://terms.naer.edu.tw/
107,CAM,凸輪、電腦輔助製造,计算机辅助制造,https://terms.naer.edu.tw/
108,campus wide information system,校園資訊系統,校园信息系统,https://terms.naer.edu.tw/
109,capture,擷取,捕获【动】,https://terms.naer.edu.tw/
110,card,卡；板,卡,https://terms.naer.edu.tw/
111,card cage,卡片機架,插件箱,https://terms.naer.edu.tw/
112,cardinal number,基數,基数,https://terms.naer.edu.tw/
113,carriage return,輸送筒轉回；回車,回车,https://terms.naer.edu.tw/
114,carry,進位,进位【动】,https://terms.naer.edu.tw/
115,case sensitivity,大小寫敏感,大小写敏感,https://terms.naer.edu.tw/
116,cell,細胞(行動通訊系統中的一個服務區),小区,https://terms.naer.edu.tw/
117,cell,細胞(行動通訊系統中的一個服務區),单元,https://terms.naer.edu.tw/
118,cell,細胞(行動通訊系統中的一個服務區),表元,https://terms.naer.edu.tw/
119,certificate,憑證,证书,https://terms.naer.edu.tw/
120,certification,認證,认证,https://terms.naer.edu.tw/
121,chaining,鍊接；鏈結,链接,https://terms.naer.edu.tw/
122,change file,變更檔案,变更文件,https://terms.naer.edu.tw/
123,channel,通道,通道,https://terms.naer.edu.tw/
124,character,字符；字元,字符,https://terms.naer.edu.tw/
125,character display device,字元顯示裝置,字符显示器,https://terms.naer.edu.tw/
126,character generator,字元產生器,字符生成器,https://terms.naer.edu.tw/
127,character printer,字元列印機,字符打印机,https://terms.naer.edu.tw/
128,character set,字元集,字符集,https://terms.naer.edu.tw/
129,character string,字串；字元字串,字符串,https://terms.naer.edu.tw/
130,check bit,核對位元,检验位,https://terms.naer.edu.tw/
131,checkout,檢測；檢驗；結賬,检查（出）,https://terms.naer.edu.tw/
132,checkpoint,核對點；檢查點；查驗點,检查点,https://terms.naer.edu.tw/
133,checksum,核對和；檢查總和,检验（查）和,https://terms.naer.edu.tw/
134,chip,晶片,芯片,https://terms.naer.edu.tw/
135,cipher,凱撒加密法；密碼,密码,https://terms.naer.edu.tw/
136,ciphertext,密文,密文,https://terms.naer.edu.tw/
137,circuit board,電路板,电路板,https://terms.naer.edu.tw/
138,clear,清除,清除【动】,https://terms.naer.edu.tw/
139,click,按；鍵音,单击【动】,https://terms.naer.edu.tw/
140,click rate,鍵擊率,点击率,https://terms.naer.edu.tw/
141,clickthrough,點選連結,击通量,https://terms.naer.edu.tw/
142,client,客戶,客户,https://terms.naer.edu.tw/
143,client-server,主從,客户-服务器的【形】,https://terms.naer.edu.tw/
144,clipboard,剪輯板,剪贴板,https://terms.naer.edu.tw/
145,clock rate,時鐘率,时钟[速]率,https://terms.naer.edu.tw/
146,clone,仿製品,克隆【动】,https://terms.naer.edu.tw/
147,closed system,封閉系統；封閉性系統,封闭系统,https://terms.naer.edu.tw/
148,cloud computing,雲端計算；雲端運算,云计算,https://terms.naer.edu.tw/
149,code by section-position,區位碼,区位码,https://terms.naer.edu.tw/
150,code generator,碼產生器,代码生成器,https://terms.naer.edu.tw/
151,codec,編碼譯碼器；編解碼器,压缩解压缩器,https://terms.naer.edu.tw/
152,coded set,編碼集,编码集,https://terms.naer.edu.tw/
153,collision,碰撞,碰撞,https://terms.naer.edu.tw/
154,color map,色彩圖,[彩]色图,https://terms.naer.edu.tw/
155,color monitor,彩色螢幕,彩色监视器,https://terms.naer.edu.tw/
156,color printer,彩色列印機,彩色打印机,https://terms.naer.edu.tw/
157,color scanner,彩色掃瞄器,彩色扫描仪,https://terms.naer.edu.tw/
158,command,命令,命令,https://terms.naer.edu.tw/
159,compact,緊密；均收,紧缩【动】,https://terms.naer.edu.tw/
160,compact disc,光碟,光盘（碟）,https://terms.naer.edu.tw/
161,compact disk; CD,光碟,光盘（碟）,https://terms.naer.edu.tw/
162,comparator,比較器,比较器,https://terms.naer.edu.tw/
163,compartmentalization,象限化分割,隔间化,https://terms.naer.edu.tw/
164,compatibility,相容性,兼容性,https://terms.naer.edu.tw/
165,compilation,編譯,编译,https://terms.naer.edu.tw/
166,compiler,編譯程式；編譯器,编译器,https://terms.naer.edu.tw/
167,complement,補數；互補色；補角,补码,https://terms.naer.edu.tw/
168,complexity,複雜性,复杂性,https://terms.naer.edu.tw/
169,compromise,破解,泄密,https://terms.naer.edu.tw/
170,computer,電腦；計算機,计算机,https://terms.naer.edu.tw/
171,computer aided design and manufacturing，CAD/CAM,電腦輔助設計及製造,计算机辅助设计与制造,https://terms.naer.edu.tw/
172,computer art,藝術,计算机艺术,https://terms.naer.edu.tw/
173,computer center,計算機中心,计算中心,https://terms.naer.edu.tw/
174,computer crime,計算機犯罪；電腦犯罪,计算机犯罪,https://terms.naer.edu.tw/
175,computer fraud,電腦詐欺,计算机诈骗,https://terms.naer.edu.tw/
176,computer game,電腦遊戲,计算机游戏,https://terms.naer.edu.tw/
177,computer generation,電腦世代,计算机代,https://terms.naer.edu.tw/
178,computer graphics,電腦圖形；計算機圖學,计算机图形技术,https://terms.naer.edu.tw/
179,computer instruction,計算機指令,计算机指令,https://terms.naer.edu.tw/
180,computer instruction,計算機指令,计算机教学,https://terms.naer.edu.tw/
181,computer integrated manufacturing，CIM,電腦整合製造,计算机集成制造,https://terms.naer.edu.tw/
182,computer Intrusion,計算機侵入,计算机入侵,https://terms.naer.edu.tw/
183,computer language,電腦語言；計算機語言；機器語言,计算机语言,https://terms.naer.edu.tw/
184,computer network,計算機網路；電腦網路,计算机网络,https://terms.naer.edu.tw/
185,computer program,電腦程式,计算机程序,https://terms.naer.edu.tw/
186,computer security (COMPUSEC),計算機安全性,计算机安全,https://terms.naer.edu.tw/
187,computer simulation,計算機模擬,计算机模拟,https://terms.naer.edu.tw/
188,computer system,計算機系統,计算机系统,https://terms.naer.edu.tw/
189,computer typesetting,電腦排版,计算机排版,https://terms.naer.edu.tw/
190,computer vision,電腦；電腦視覺,计算机视觉,https://terms.naer.edu.tw/
191,computer word,計算機字,计算机字,https://terms.naer.edu.tw/
192,concatenate,序連；連接,拼接【动】,https://terms.naer.edu.tw/
193,concept description,概念描述,概念描述,https://terms.naer.edu.tw/
194,concept formation,概念形成,概念形成,https://terms.naer.edu.tw/
195,concept generalization,概念生成,概念泛化,https://terms.naer.edu.tw/
196,concurrent execution,同作執行,并发执行,https://terms.naer.edu.tw/
197,concurrent processes,同作處理,并发进程,https://terms.naer.edu.tw/
198,conditional statement,條件敘述,条件语句,https://terms.naer.edu.tw/
199,configuration management (CM),組態管理；配置管理,配置管理,https://terms.naer.edu.tw/
200,congestion,擁擠；擁塞；阻塞,拥塞,https://terms.naer.edu.tw/
201,connectability,可連接性,可连通性,https://terms.naer.edu.tw/
202,connection,連接,连接,https://terms.naer.edu.tw/
203,connectivity,連接性,连通性,https://terms.naer.edu.tw/
204,connector,連接器；連接符號,连接器,https://terms.naer.edu.tw/
205,consistency,一致,一致性,https://terms.naer.edu.tw/
206,console; CON,控制台；主控制板,控制台,https://terms.naer.edu.tw/
207,constant,常數,常量,https://terms.naer.edu.tw/
208,constraint,約束,约束,https://terms.naer.edu.tw/
209,container,容器,容器,https://terms.naer.edu.tw/
210,content provider,內容提供者,内容提供方,https://terms.naer.edu.tw/
211,context,上下文,上下文,https://terms.naer.edu.tw/
212,contextual search,上下文搜尋,上下文搜索,https://terms.naer.edu.tw/
213,contingency procedure,偶發事故程序,应急过程,https://terms.naer.edu.tw/
214,continuous forms,連續報表,连续格式纸,https://terms.naer.edu.tw/
215,contraction,收縮,收缩,https://terms.naer.edu.tw/
216,contrast,對比,反差,https://terms.naer.edu.tw/
217,control,控制,控件,https://terms.naer.edu.tw/
218,control character,控制字元,控制字符,https://terms.naer.edu.tw/
219,control panel,控制面板,控制面板,https://terms.naer.edu.tw/
220,controller,控制器,控制器,https://terms.naer.edu.tw/
221,convention,規約；約定；慣例,约定,https://terms.naer.edu.tw/
222,conversational,交談式,会话式的【形】,https://terms.naer.edu.tw/
223,conversion,轉換,转换,https://terms.naer.edu.tw/
224,converter,變流器；轉換器；轉換程式,转换器,https://terms.naer.edu.tw/
225,copy,複製；抄寫；拷貝；複本,副本,https://terms.naer.edu.tw/
226,copy,複製；抄寫；拷貝；複本,拷贝【动】,https://terms.naer.edu.tw/
227,counter,計數器,计数器,https://terms.naer.edu.tw/
228,courseware,教材；教學軟體,课件,https://terms.naer.edu.tw/
229,CPU,中央處理單元,中央处理器,https://terms.naer.edu.tw/
230,crash,當機；故障的；系統故障,崩溃【动】,https://terms.naer.edu.tw/
231,credentials,證件,凭证,https://terms.naer.edu.tw/
232,critical error,臨界錯誤,要害差错,https://terms.naer.edu.tw/
233,critical path,關鍵路徑,关键路线,https://terms.naer.edu.tw/
234,cryptoanalysis,密碼分析,密码分析,https://terms.naer.edu.tw/
235,cryptography,密碼學；密碼；密碼打字機,密码学,https://terms.naer.edu.tw/
236,cryptology,密碼術；暗碼學；密碼學,密码术,https://terms.naer.edu.tw/
237,cursor,游標,游标,https://terms.naer.edu.tw/
238,cursor,游標,光标,https://terms.naer.edu.tw/
239,custom software,定製軟體,定制软件,https://terms.naer.edu.tw/
240,customize,自定；定制；設定客戶規格,定制【动】,https://terms.naer.edu.tw/
241,cut and paste,剪貼,剪贴,https://terms.naer.edu.tw/
242,cyberspace,異度空間,信息空间,https://terms.naer.edu.tw/
243,cybersquatter,網路蟑螂,域名抢注者,https://terms.naer.edu.tw/
244,cycle,循環；週期,周期,https://terms.naer.edu.tw/
245,cylinder,磁柱；圓柱,柱面,https://terms.naer.edu.tw/
246,daemon,常駐程式,守护程序,https://terms.naer.edu.tw/
247,data,資料；數據,数据,https://terms.naer.edu.tw/
248,data acquisition,資料獲取；數據獲取,数据采集,https://terms.naer.edu.tw/
249,data administration,資料管理,数据管理,https://terms.naer.edu.tw/
250,data administrator (DA),資料管理者；資料管理程式,数据管理员,https://terms.naer.edu.tw/
251,data bus,資料匯流排,数据总线,https://terms.naer.edu.tw/
252,data circuit,數據電路,数据电路,https://terms.naer.edu.tw/
253,data collection,資料收集,数据汇集,https://terms.naer.edu.tw/
254,data communication,資料通訊；數據通訊,数据通信,https://terms.naer.edu.tw/
255,data compression,資料壓縮；數據壓縮,数据压缩,https://terms.naer.edu.tw/
256,data concentrator,資料集中器；數據集中機,数据集中器,https://terms.naer.edu.tw/
257,data dictionary,資料字典,数据字典,https://terms.naer.edu.tw/
258,data directory,資料目錄,数据目录,https://terms.naer.edu.tw/
259,data element,資料元件；資料元,数据元[素],https://terms.naer.edu.tw/
260,data encapsulation,資料封閉性,数据封装,https://terms.naer.edu.tw/
261,data encryption,資料加密,数据加密,https://terms.naer.edu.tw/
262,data entry,資料登錄,数据录入,https://terms.naer.edu.tw/
263,data file,資料檔案,数据文件,https://terms.naer.edu.tw/
264,data flow,資料流；資料流程,数据流,https://terms.naer.edu.tw/
265,data flow diagram,資料流程圖,数据流图,https://terms.naer.edu.tw/
266,data format,資料格式,数据格式,https://terms.naer.edu.tw/
267,data link,數據鏈路；資料連結,数据链路,https://terms.naer.edu.tw/
268,data management,資料管理,数据管理,https://terms.naer.edu.tw/
269,data mining,資料挖掘,数据采掘,https://terms.naer.edu.tw/
270,data model,資料模型,数据模型,https://terms.naer.edu.tw/
271,data network,數據網路；資料網路,数据网,https://terms.naer.edu.tw/
272,data processing (DP),資料處理,数据处理,https://terms.naer.edu.tw/
273,data protection,資料保護,数据保护,https://terms.naer.edu.tw/
274,data rate,資料速率；資料率；資料傳輸率,数据率,https://terms.naer.edu.tw/
275,data sharing,資料共享,数据共享,https://terms.naer.edu.tw/
276,data station,資料站；數據站,数据站,https://terms.naer.edu.tw/
277,data structure,資料結構,数据结构,https://terms.naer.edu.tw/
278,data switching exchange (DSE),資料交換中心,数据交换机,https://terms.naer.edu.tw/
279,data terminal equipment (DTE),數據終端設備,数据终端设备,https://terms.naer.edu.tw/
280,data type,資料類型,数据类型,https://terms.naer.edu.tw/
281,data warehouse,資料儲倉,数据仓库,https://terms.naer.edu.tw/
282,database,資料庫,数据库,https://terms.naer.edu.tw/
283,database language,資料庫語言,数据库语言,https://terms.naer.edu.tw/
284,database management system (DBMS),資料庫管理系統,数据库管理系统,https://terms.naer.edu.tw/
285,date and time stamp,日期及時間戳記,日时戳,https://terms.naer.edu.tw/
286,de facto standard,實際的標準,事实标准,https://terms.naer.edu.tw/
287,deadlock,死鎖；鎖死,死锁,https://terms.naer.edu.tw/
288,debug,除錯,调试【动】,https://terms.naer.edu.tw/
289,debugger,除錯器,调试程序,https://terms.naer.edu.tw/
290,decipher,解密,解密【动】,https://terms.naer.edu.tw/
291,declaration,宣告,声明,https://terms.naer.edu.tw/
292,decode,解碼,译码【动】,https://terms.naer.edu.tw/
293,decryption,解密,解密,https://terms.naer.edu.tw/
294,default,預設；內定,默认的【形】,https://terms.naer.edu.tw/
295,deference,推遲,延期,https://terms.naer.edu.tw/
296,definition,定義；確定,清晰度,https://terms.naer.edu.tw/
297,delete,刪除,删除,https://terms.naer.edu.tw/
298,delimiter,定界符,定界符,https://terms.naer.edu.tw/
299,demonstration,示範,演示,https://terms.naer.edu.tw/
300,descriptor,描述符,描述符,https://terms.naer.edu.tw/
301,desktop,桌上,桌面,https://terms.naer.edu.tw/
302,desktop computer,桌上計算機,台式计算机,https://terms.naer.edu.tw/
303,destination,目的地；目的；收報局；收報台；終點局,目的地,https://terms.naer.edu.tw/
304,detection,檢測；偵測；檢波,检测,https://terms.naer.edu.tw/
305,developer,顯影器,开发者,https://terms.naer.edu.tw/
306,deviation,偏差,偏离,https://terms.naer.edu.tw/
307,device,裝置；設備,器件,https://terms.naer.edu.tw/
308,diagnostic program,偵錯程式；診斷程式,诊断程序,https://terms.naer.edu.tw/
309,diagram,圖（解）,图,https://terms.naer.edu.tw/
310,dialog,DIALOG系統、對話、交談,对话,https://terms.naer.edu.tw/
311,dialog box,對話框,对话框,https://terms.naer.edu.tw/
312,dictionary attack,字典式攻擊,字典式攻击,https://terms.naer.edu.tw/
313,digital,數位；數位的；數位式的,数字的【形】,https://terms.naer.edu.tw/
314,digital computer,數位計算機；數位電腦,数字计算机,https://terms.naer.edu.tw/
315,digital video disc (DVD),數位視訊光碟,数字影碟,https://terms.naer.edu.tw/
316,digital watermark,數位浮水印,数字水印,https://terms.naer.edu.tw/
317,digitizer,數化器,数字化仪,https://terms.naer.edu.tw/
318,direct access,直接存取,直接存取,https://terms.naer.edu.tw/
319,direct access storage,直接存取儲存器,直接存储器,https://terms.naer.edu.tw/
320,direct address,直接位址,直接地址,https://terms.naer.edu.tw/
321,directed graph；digraph,有向圖,有向图,https://terms.naer.edu.tw/
322,disassemble,分解；拆卸；解組合,反汇编【动】,https://terms.naer.edu.tw/
323,disc,磁碟,光盘,https://terms.naer.edu.tw/
324,disclosure,公佈；解密,泄露,https://terms.naer.edu.tw/
325,discrete data,離散資料；離散的資料,离散数据,https://terms.naer.edu.tw/
326,discrete signal,離散信號,离散信号,https://terms.naer.edu.tw/
327,disk,磁碟,[磁]盘,https://terms.naer.edu.tw/
328,display,顯示；顯示器,显示【动】,https://terms.naer.edu.tw/
329,display device,顯示裝置,显示器,https://terms.naer.edu.tw/
330,display screen,顯示螢幕,显示屏,https://terms.naer.edu.tw/
331,distance learning,遠距教學,远程学习,https://terms.naer.edu.tw/
332,distributed database,分散式資料庫,分布式数据库,https://terms.naer.edu.tw/
333,distributed processing,分散式處理,分布式处理,https://terms.naer.edu.tw/
334,distribution group,分佈群(組)；分配群(組),分发组,https://terms.naer.edu.tw/
335,dock,碼頭,入坞【动】,https://terms.naer.edu.tw/
336,document,文件,文档（件）,https://terms.naer.edu.tw/
337,domain model,領域模型,领域模型,https://terms.naer.edu.tw/
338,domain name,領域名稱,域名,https://terms.naer.edu.tw/
339,domain slamming,域遠程通話服務,域名抢占,https://terms.naer.edu.tw/
340,dongle,伺服器鑰,软件保护器,https://terms.naer.edu.tw/
341,dopant,摻雜物,掺杂剂,https://terms.naer.edu.tw/
342,DOS,磁碟作業系統,磁盘操作系统,https://terms.naer.edu.tw/
343,dot-matrix printer,點矩陣式列印機,点阵打印机,https://terms.naer.edu.tw/
344,double precision,雙倍精度；雙精確度,双精度的【形】,https://terms.naer.edu.tw/
345,double-click,快按兩次；雙擊,双击【动】,https://terms.naer.edu.tw/
346,down time,停機時間,停机时间,https://terms.naer.edu.tw/
347,download,下載,下载【动】,https://terms.naer.edu.tw/
348,downstream,下游,下游,https://terms.naer.edu.tw/
349,downward compatibility,向下相容性,向下兼容性,https://terms.naer.edu.tw/
350,drag,牽曳,拖[动]【动】,https://terms.naer.edu.tw/
351,drag and drop,拖曳及放下,拖放【动】,https://terms.naer.edu.tw/
352,drop-dead halt,完全停機，突然停機,死机,https://terms.naer.edu.tw/
353,dummy,虛擬,哑的【形】,https://terms.naer.edu.tw/
354,dummy instruction,虛擬指令,哑指令,https://terms.naer.edu.tw/
355,dump,傾印；倒出,转储,https://terms.naer.edu.tw/
356,duplex printer,雙工列印機,双面打印机,https://terms.naer.edu.tw/
357,dynamic allocation,動態分配,动态分配,https://terms.naer.edu.tw/
358,e-business,電子化企業,电子商务,https://terms.naer.edu.tw/
359,e-commerce,電子商務,电子商业,https://terms.naer.edu.tw/
360,e-currency,电子貨幣；电子流通,电子货币,https://terms.naer.edu.tw/
361,e-govemment affairs,電子政務,电子政务,https://terms.naer.edu.tw/
362,e-zine,電子雜誌,电子杂志,https://terms.naer.edu.tw/
363,e-zine；electronic magazine,電子雜誌,电子杂志,https://terms.naer.edu.tw/
364,edit,編輯,编辑【动】,https://terms.naer.edu.tw/
365,editor,編輯器；編輯程式,编辑器,https://terms.naer.edu.tw/
366,electronic cash,電子錢,电子现金,https://terms.naer.edu.tw/
367,electronic document interchange (EDI),電子文件交換,电子文档交换,https://terms.naer.edu.tw/
368,electronic form,電子表格,电子表格,https://terms.naer.edu.tw/
369,electronic funds transfer ；EFT,電子轉帳,电子转账,https://terms.naer.edu.tw/
370,electronic paper,電子紙,电子纸[张],https://terms.naer.edu.tw/
371,electronic publishing,電子出版,电子出版,https://terms.naer.edu.tw/
372,electronic wallet；wallet,電子錢包,电子钱包,https://terms.naer.edu.tw/
373,embedded,嵌式,嵌入式的【形】,https://terms.naer.edu.tw/
374,emoticons,心情符號；表情圖像,情绪符,https://terms.naer.edu.tw/
375,empty medium,空媒體,空媒体,https://terms.naer.edu.tw/
376,emulation,仿真；模倣,仿真,https://terms.naer.edu.tw/
377,enable,賦能,使能【动】,https://terms.naer.edu.tw/
378,encode,編碼,编码【动】,https://terms.naer.edu.tw/
379,encoder,編碼器,编码器,https://terms.naer.edu.tw/
380,encrypt,加密,加密【动】,https://terms.naer.edu.tw/
381,end to end encryption,端對端加密,端对端加密,https://terms.naer.edu.tw/
382,engine,機；引擎；發動機,引擎,https://terms.naer.edu.tw/
383,enterprise network,企業網路,企业网,https://terms.naer.edu.tw/
384,entity,實體；實質；實體物,实体,https://terms.naer.edu.tw/
385,entrance,入口,入口,https://terms.naer.edu.tw/
386,entrapment,設陷阱;防侵陷阱,设陷,https://terms.naer.edu.tw/
387,envelope,包跡；封頭；波封,包封,https://terms.naer.edu.tw/
388,environment,環境,环境,https://terms.naer.edu.tw/
389,equivalence,等值；等價；等效,等价,https://terms.naer.edu.tw/
390,equivalence gate,等效閘,“同”门,https://terms.naer.edu.tw/
391,erasable storage,可抹除儲存；可抹除儲存器,可擦存储器,https://terms.naer.edu.tw/
392,erase,抹除；擦除,擦除【动】,https://terms.naer.edu.tw/
393,error,錯誤；誤差,误差,https://terms.naer.edu.tw/
394,error,錯誤；誤差,差错,https://terms.naer.edu.tw/
395,error rate,錯誤率,出错率,https://terms.naer.edu.tw/
396,error ratio,錯誤比,出错比[率],https://terms.naer.edu.tw/
397,escape character (ESC),逸出字元；分離字元,转义字符,https://terms.naer.edu.tw/
398,exception,異常；例外,异常,https://terms.naer.edu.tw/
399,EXCLUSIVE-OR gate,互斥或閘,“异或”门,https://terms.naer.edu.tw/
400,EXCLUSIVE-OR operation,互斥或作業,“异或”运算,https://terms.naer.edu.tw/
401,execution,執行；執行過程,执行,https://terms.naer.edu.tw/
402,exhaustive attack,窮舉攻擊,穷举攻击,https://terms.naer.edu.tw/
