序號,英文名稱,中文名稱,中國大陸譯名,來源網站
99,as-cast structure,鑄造組織,铸造组织,https://terms.naer.edu.tw/
100,asphalt-distributing tanker,瀝青分佈油輪,沥青洒布车,https://terms.naer.edu.tw/
101,aspherical mirror,非球面鏡,非球面镜,https://terms.naer.edu.tw/
102,assembly drawing,裝配圖，組合圖,装配图,https://terms.naer.edu.tw/
103,Assembly robot,組合機器人；裝配機器人,装配机器人,https://terms.naer.edu.tw/
104,astronomical theodolite,天文經緯儀,天文经纬仪,https://terms.naer.edu.tw/
105,atmospheric corrosion,大氣腐蝕,大气腐蚀,https://terms.naer.edu.tw/
106,atmospheric hot water boiler,常壓熱水鍋爐,常压热水锅炉,https://terms.naer.edu.tw/
107,atomized lubricator,原子化潤滑器,油雾器,https://terms.naer.edu.tw/
108,atomized powder,霧化粉末,雾化粉,https://terms.naer.edu.tw/
109,attitude transducer,姿態傳感器,姿态传感器,https://terms.naer.edu.tw/
110,auto-deposition,自動沉積,自沉积,https://terms.naer.edu.tw/
111,Automata,自動機,自动机,https://terms.naer.edu.tw/
112,Automata theory,自動化理論；自動機理論,自动机理论,https://terms.naer.edu.tw/
113,Automated calibration system,自動校準系統,自动校准系统,https://terms.naer.edu.tw/
114,Automated learning,自動學習,自动学习,https://terms.naer.edu.tw/
115,automatic braking system,自動煞車系統,自动制动系,https://terms.naer.edu.tw/
116,automatic clutch,自動離合器,自动离合器,https://terms.naer.edu.tw/
117,Automatic control,自動控制,自动控制,https://terms.naer.edu.tw/
118,Automatic control,自動控制,自动控制,https://terms.naer.edu.tw/
119,Automatic control system,自動控制系統,自动控制系统,https://terms.naer.edu.tw/
120,Automatic frequency control,自動頻率控制,自动频率控制,https://terms.naer.edu.tw/
121,Automatic gain control,自動增益控制,自动增益控制,https://terms.naer.edu.tw/
122,Automatic level regulation,自動水平調節,自动电平调节,https://terms.naer.edu.tw/
123,Automatic leveling system,自動調平系統,自动调平系统,https://terms.naer.edu.tw/
124,automatic metal forming machine,自動金屬成型機,自动锻压机,https://terms.naer.edu.tw/
125,Automatic monitoring system,自動監視系統,自动监控系统,https://terms.naer.edu.tw/
126,Automatic overload control system,自動過載控制系統,自动过载控制系统,https://terms.naer.edu.tw/
127,Automatic pattern recognition,自動模式識別,自动模式识别,https://terms.naer.edu.tw/
128,automatic production line,自動生產線,自动生产线,https://terms.naer.edu.tw/
129,automatic welding,自動熔接，自動焊接,自动焊,https://terms.naer.edu.tw/
130,Automatics,自動裝置，自動學,自动学,https://terms.naer.edu.tw/
131,Automation,自動化,自动化,https://terms.naer.edu.tw/
132,Automation component,自動化組件,自动化元件,https://terms.naer.edu.tw/
133,auxiliary fire vehicle,輔助消防車,后援消防车,https://terms.naer.edu.tw/
134,auxiliary hole,工藝孔,工艺孔,https://terms.naer.edu.tw/
135,axial flow steam turbine,軸流蒸汽渦輪機,轴流式汽轮机,https://terms.naer.edu.tw/
136,axial flow turbine,軸流式渦輪機,轴流式水轮机,https://terms.naer.edu.tw/
137,axial pump,軸流泵；軸流幫浦,轴向泵,https://terms.naer.edu.tw/
138,axial wheel,軸輪,轴流叶轮,https://terms.naer.edu.tw/
139,axial-flow compressor,軸流壓縮機；軸流式壓縮機,轴流式压缩机,https://terms.naer.edu.tw/
140,axial-flow fan,軸流扇；軸流風扇；軸流式扇風機；軸流式風扇,轴流式通风机,https://terms.naer.edu.tw/
141,axial-flow pump,軸流泵,轴流泵,https://terms.naer.edu.tw/
142,axle,車軸；輪軸,车桥,https://terms.naer.edu.tw/
143,axonometric drawing,立體正投影圖,轴测图,https://terms.naer.edu.tw/
144,axonometric projection,不等角投影,轴测投影,https://terms.naer.edu.tw/
145,back pressure steam turbine,背壓式汽輪機；背壓蒸汽渦輪機,背压式汽轮机,https://terms.naer.edu.tw/
146,backing sand,背砂,背砂,https://terms.naer.edu.tw/
147,balance,均衡；平衡；天平,天平,https://terms.naer.edu.tw/
148,balance of machinery,機械的平衡；機器的平衡,机械的平衡,https://terms.naer.edu.tw/
149,balance of mechanism,機構的平衡,机构的平衡,https://terms.naer.edu.tw/
150,balance pump,均衡泵,均衡泵,https://terms.naer.edu.tw/
151,balanced draft boiler,平衡通風鍋爐,平衡通风锅炉,https://terms.naer.edu.tw/
152,balanced valve,均衡閥，均壓閥,平衡式阀,https://terms.naer.edu.tw/
153,balancing machine,均衡測驗機；平衡試驗機,平衡机,https://terms.naer.edu.tw/
154,ball milled powder,球磨粉末,球磨粉,https://terms.naer.edu.tw/
155,ball screw shaft,滾珠螺桿軸,滚珠丝杠,https://terms.naer.edu.tw/
156,ball valve,球閥,球阀,https://terms.naer.edu.tw/
157,ballast pump,壓艙水泵，壓載泵,压舱泵,https://terms.naer.edu.tw/
158,band brake,帶式煞車，帶軔,带式制动器,https://terms.naer.edu.tw/
159,bar,桿，棒，條，巴（壓力單位）,棒料,https://terms.naer.edu.tw/
160,bar stock；strip,條料,条料,https://terms.naer.edu.tw/
161,bare-root seedling transplanter,裸根苗栽植機,裸根苗栽植机,https://terms.naer.edu.tw/
162,barrel pump,桶式泵,筒式泵,https://terms.naer.edu.tw/
163,base,鹼；基；底座；底數；機座,安装面,https://terms.naer.edu.tw/
164,base load boiler,基本負載鍋爐,基本负荷锅炉,https://terms.naer.edu.tw/
165,base-load steam turbine,基本負荷汽輪機,基本负荷汽轮机,https://terms.naer.edu.tw/
166,basic hole,基孔,基准孔,https://terms.naer.edu.tw/
167,basic hole system,基孔制,基孔制,https://terms.naer.edu.tw/
168,basic shaft,主軸；基軸,基准轴,https://terms.naer.edu.tw/
169,basic shaft system,基軸制,基轴制,https://terms.naer.edu.tw/
170,basic size,基本尺寸（基本大小）,基本尺寸,https://terms.naer.edu.tw/
171,basic worm,基準蝸桿,基准蜗杆,https://terms.naer.edu.tw/
172,batch type recirculation dryer,批式再循環乾燥機,批式循环干燥机,https://terms.naer.edu.tw/
173,batch-type furnace,分次式熔爐,室式炉,https://terms.naer.edu.tw/
174,bath furnace,浴爐,浴炉,https://terms.naer.edu.tw/
175,battery electric vehicle,純電動車,纯电动汽车,https://terms.naer.edu.tw/
176,bead,銲珠，圓緣，準星，卷邊,焊道,https://terms.naer.edu.tw/
177,beading,聯珠（熔接），圓緣，波紋,卷边,https://terms.naer.edu.tw/
178,beam splitter,分光鏡；射束分離器；射束裂光鏡；電子束分裂設備；分光器；分束器；光束分散鏡；射柱分散鏡；光束分離器；分束鏡,分束镜,https://terms.naer.edu.tw/
179,bearing,軸承，方位，航向,轴承,https://terms.naer.edu.tw/
180,Beckman thermometer,貝克門溫度計；貝克曼溫度計,贝克曼温度计,https://terms.naer.edu.tw/
181,bed lift,病床電梯,病床电梯,https://terms.naer.edu.tw/
182,bed type milling machine,床式銑床,床身式铣床,https://terms.naer.edu.tw/
183,bellows,風箱（皮老虎），伸縮囊,波纹管,https://terms.naer.edu.tw/
184,bellows metering pump,波紋管計量泵,波纹管计量泵,https://terms.naer.edu.tw/
185,bellows valve,波紋管閥,波纹管阀,https://terms.naer.edu.tw/
186,belt conveyor,帶式運送機,带式输送机,https://terms.naer.edu.tw/
187,belt drive,皮帶驅動,带传动,https://terms.naer.edu.tw/
188,belt drop hammer,皮帶落槌,皮带锤,https://terms.naer.edu.tw/
189,belt dryer,帶式乾燥機,带式干燥机,https://terms.naer.edu.tw/
190,belt-type magnetic separator,帶式磁力分離機,带式磁力分离机,https://terms.naer.edu.tw/
191,bench lathe,檯式車床,台式车床,https://terms.naer.edu.tw/
192,bench vice,檯鉗,台虎钳,https://terms.naer.edu.tw/
193,bench-type drilling machine,工作台式鑽床,台式钻床,https://terms.naer.edu.tw/
194,bending die,冷彎模具,弯曲模,https://terms.naer.edu.tw/
195,beveling [of the edge],斜切,开坡口,https://terms.naer.edu.tw/
196,bi-fuel vehicle,雙燃料汽車,两用燃料汽车,https://terms.naer.edu.tw/
197,bifurcated fan,岔風扇,分路通风机,https://terms.naer.edu.tw/
198,bimetallic thermometer,雙金屬溫度計,双金属温度计,https://terms.naer.edu.tw/
199,binocular microscope,雙目顯微鏡,双目显微镜,https://terms.naer.edu.tw/
200,biodiesel vehicle,柴油車輛,生物柴油汽车,https://terms.naer.edu.tw/
201,biological microscope,生物顯微鏡,生物显微镜,https://terms.naer.edu.tw/
202,biological quantity transducer,生物量傳感器,生物量传感器,https://terms.naer.edu.tw/
203,biomass-fired boiler,生物質鍋爐,生物质燃料锅炉,https://terms.naer.edu.tw/
204,biosensor,生物感測器,生物传感器,https://terms.naer.edu.tw/
205,birefringence meter,雙折射計,双折射检查仪,https://terms.naer.edu.tw/
206,Bitstring pattern recognition,位串模式識別,位串模式识别,https://terms.naer.edu.tw/
207,black-liquor-fired boiler,黑液鍋爐,黑液锅炉,https://terms.naer.edu.tw/
208,blade,葉片，刀片，輪葉，旋翼,刀条,https://terms.naer.edu.tw/
209,blade,葉片，刀片，輪葉，旋翼,叶片,https://terms.naer.edu.tw/
210,blade wheel,葉輪,叶轮,https://terms.naer.edu.tw/
211,blank,毛胚，胚料,坯件,https://terms.naer.edu.tw/
212,blank,毛胚，胚料,毛坯,https://terms.naer.edu.tw/
213,blank drawing,毛坯圖；空白的繪圖,空白图,https://terms.naer.edu.tw/
214,blank layout,料片佈置,排样,https://terms.naer.edu.tw/
215,blanking,遮沒，遮蔽,落料,https://terms.naer.edu.tw/
216,blanking,遮沒，遮蔽,冲裁,https://terms.naer.edu.tw/
217,blanking die,下料衝模,落料模,https://terms.naer.edu.tw/
218,blanking die,下料衝模,冲裁模,https://terms.naer.edu.tw/
219,blast wave,衝擊波，爆炸波,爆炸波,https://terms.naer.edu.tw/
220,bleeding,分供，放氣，放水，瀝出（鑄造），出血,渗析,https://terms.naer.edu.tw/
221,block chain,塊環鏈；滑車鏈,块链,https://terms.naer.edu.tw/
222,block diagram,方塊圖,框图,https://terms.naer.edu.tw/
223,blocking,阻塞；編塊；閉塞；鍛坯；阻擋；成塊；場景圖；場景計畫；佈局；{節目編排}區塊策略；表演區；排地位；走位；封端； 區集劃分 ；除泡[作用]；支撐裝置；船墩或枕木；阻塞；封段； 阻隔 ；排塢墩；結塊；阻斷,预锻,https://terms.naer.edu.tw/
224,bloodmobile,捐血車,采血车,https://terms.naer.edu.tw/
225,blow-off,拋射分離，吹洩,脱火,https://terms.naer.edu.tw/
226,board drop hammer,板落槌,夹板锤,https://terms.naer.edu.tw/
227,body,體；車體；船體,车身,https://terms.naer.edu.tw/
228,body,體；車體；船體,刀体,https://terms.naer.edu.tw/
229,boiler,鍋爐,锅炉,https://terms.naer.edu.tw/
230,Boiler control,鍋爐控制,锅炉控制,https://terms.naer.edu.tw/
231,boiler feed pump,鍋爐給水泵,锅炉给水泵,https://terms.naer.edu.tw/
232,boiler unit,鍋爐單元,锅炉机组,https://terms.naer.edu.tw/
233,"boiler with dry ash furnace, boiler with dry-bottom furnace",固態排渣鍋爐,固态排渣锅炉,https://terms.naer.edu.tw/
234,"boiler with slagging furnace, boiler with wet bottom furnace",液態排渣鍋爐,液态排渣锅炉,https://terms.naer.edu.tw/
235,bolometer,輻射熱計,热辐射计,https://terms.naer.edu.tw/
236,booster compressor,增壓壓縮機,增压压缩机,https://terms.naer.edu.tw/
237,booster pump,增壓泵,增压泵,https://terms.naer.edu.tw/
238,border,圖廓；邊界；沿幕；邊線；布邊；衣襟；襪口；邊紋；林緣,图框,https://terms.naer.edu.tw/
239,boring,搪孔,镗削,https://terms.naer.edu.tw/
240,boring head,搪刀頭,镗头,https://terms.naer.edu.tw/
241,boring machine,搪床,镗床,https://terms.naer.edu.tw/
242,boring tool,搪孔刀具,镗刀,https://terms.naer.edu.tw/
243,bottom ash cooler,爐底渣冷卻器；爐底灰冷卻器,冷渣器,https://terms.naer.edu.tw/
244,bottom view,底視圖,仰视图,https://terms.naer.edu.tw/
245,bourdon tube,布頓式管,弹簧管,https://terms.naer.edu.tw/
246,box truck,筒管推車,仓栅式汽车,https://terms.naer.edu.tw/
247,box-type boiler,箱型鍋爐,箱型锅炉,https://terms.naer.edu.tw/
248,Bragg condition,布拉格條件；布勒格條件,布拉格条件,https://terms.naer.edu.tw/
249,Bragg diffraction,布雷格折射；布拉格衍射,布拉格衍射,https://terms.naer.edu.tw/
250,brake,煞車；制動器,制动器,https://terms.naer.edu.tw/
251,brake master cylinder,煞車主油缸,制动主缸,https://terms.naer.edu.tw/
252,braking  pedal,制動踏板,制动踏板,https://terms.naer.edu.tw/
253,braking system,制動系統,制动系,https://terms.naer.edu.tw/
254,brass,黃銅,黄铜,https://terms.naer.edu.tw/
255,brazing,銅焊，硬焊,钎焊,https://terms.naer.edu.tw/
256,brazing alloy,硬銲合金；硬銲填料；銅焊合金,钎料,https://terms.naer.edu.tw/
257,break down,預鍛,预锻,https://terms.naer.edu.tw/
258,bridge crane，overhead traveling crane,橋式起重機；高架移動起重機,桥式起重机,https://terms.naer.edu.tw/
259,bridge for measuring temperature,測溫電橋,测温电桥,https://terms.naer.edu.tw/
260,bridge-type hammer,橋型錘,桥式锤,https://terms.naer.edu.tw/
261,brilliance transducer,亮度傳感器,亮度传感器,https://terms.naer.edu.tw/
262,broach,拉削；拉力,拉刀,https://terms.naer.edu.tw/
263,broaching,拉削,拉削,https://terms.naer.edu.tw/
264,broaching machine,鉸孔機；拉床,拉床,https://terms.naer.edu.tw/
265,broad-arrow engine,W形發動機,扇形发动机,https://terms.naer.edu.tw/
266,bronze,青銅,青铜,https://terms.naer.edu.tw/
267,buddy Control,協同控制,协同控制,https://terms.naer.edu.tw/
268,builder's hoist,施工捲揚機,施工升降机,https://terms.naer.edu.tw/
269,built-up edge,刃口積屑緣,积屑瘤,https://terms.naer.edu.tw/
270,bulb turbine,燈泡式水輪機,灯泡式水轮机,https://terms.naer.edu.tw/
271,bulging,船體膨出部,胀形,https://terms.naer.edu.tw/
272,bulging die,撐壓模,胀形模,https://terms.naer.edu.tw/
273,bulk cement delivery tanker,散裝水泥交付油輪,散装水泥运输车,https://terms.naer.edu.tw/
274,bump testing machine,撞擊試驗機,碰撞试验台,https://terms.naer.edu.tw/
275,burn-on,化學黏砂,化学黏砂,https://terms.naer.edu.tw/
276,burn-through,焊穿；燒穿,烧穿,https://terms.naer.edu.tw/
277,burning,燃燒；燒著,烧伤,https://terms.naer.edu.tw/
278,burnt sand,火燒砂；燒毀鑄砂,枯砂,https://terms.naer.edu.tw/
279,bus,匯流排；汽車,客车,https://terms.naer.edu.tw/
280,bus road train,客車列車,客车列车,https://terms.naer.edu.tw/
281,bus semi-trailer,半拖式客車,客车半挂车,https://terms.naer.edu.tw/
282,bus trailer,巴士拖車,客车挂车,https://terms.naer.edu.tw/
283,bush chain,套筒鏈,套筒链,https://terms.naer.edu.tw/
284,butt joint,對頭接合；對接,对接接头,https://terms.naer.edu.tw/
285,butterfly valve,蝶形閥；蝶形瓣,蝶阀,https://terms.naer.edu.tw/
286,cab，cabin,座艙；艙；駕駛室；計程車；座艙；機艙；駕駛室,驾驶室,https://terms.naer.edu.tw/
287,cable crane,纜索起重機,缆索起重机,https://terms.naer.edu.tw/
288,cable-type crane,纜索型起重機,缆索型起重机,https://terms.naer.edu.tw/
289,CAI expert system,電腦輔助教學專家系統,计算机辅助教学专家系统,https://terms.naer.edu.tw/
290,caldron type roasting machine,鍋狀烘焙機,锅式炒干机,https://terms.naer.edu.tw/
291,caldron type water-removing machine,鍋式殺青機,锅式杀青机,https://terms.naer.edu.tw/
292,calibrating quantity,校準量,校准量,https://terms.naer.edu.tw/
293,calibration curve,校準曲線,校准曲线,https://terms.naer.edu.tw/
294,caliper disk brake,卡鉗碟制動,钳盘式制动器,https://terms.naer.edu.tw/
295,calliper,游尺；輪尺；雙腳規；測徑器； 卡尺；卡鉗；兩腳規；厚度(紙板等的)；用卡尺測量,卡钳,https://terms.naer.edu.tw/
296,calorimeter,卡路里計；熱量計；量熱計,热量计,https://terms.naer.edu.tw/
297,cam,凸輪；轗,凸轮,https://terms.naer.edu.tw/
298,CAMAC system,CAMAC系統,CAMAC系统,https://terms.naer.edu.tw/
299,canned motor pump,加套馬達泵,屏蔽电泵,https://terms.naer.edu.tw/
300,cantilever crane,懸臂起重機,悬臂起重机,https://terms.naer.edu.tw/
301,capacitance box,電容箱,电容箱,https://terms.naer.edu.tw/
302,capacitance meter,電容計,电容表,https://terms.naer.edu.tw/
303,capacitive displacement measuring instrument,電容式位移量測儀,电容位移测量仪,https://terms.naer.edu.tw/
304,capacitive transducer,電容式轉換器,电容式传感器,https://terms.naer.edu.tw/
305,capstan,增壓器；絞盤；起錨機；緊身膠帶,绞盘,https://terms.naer.edu.tw/
306,car carrier,汽車運輸船,车辆运输车,https://terms.naer.edu.tw/
307,caravan,馬幫；商隊；大篷車,旅居挂车,https://terms.naer.edu.tw/
308,caravan semi-trailer,半拖式旅遊車,旅居半挂车,https://terms.naer.edu.tw/
309,carbon-dioxide fire vehicle,二氧化碳消防車,二氧化碳消防车,https://terms.naer.edu.tw/
310,carbonyl powder,碳醯法粉末,羰基粉,https://terms.naer.edu.tw/
311,carburetor engine,化油器式發動機,化油器式发动机,https://terms.naer.edu.tw/
312,cartridge valve,插裝閥,插装阀,https://terms.naer.edu.tw/
313,cartridge-charged fixing tool,火藥釘槍,射钉枪,https://terms.naer.edu.tw/
314,cascade,串接；串列,叶栅,https://terms.naer.edu.tw/
315,cascade control,串級控制；梯列控制,串级控制,https://terms.naer.edu.tw/
316,cash transport van,現金運輸貨車,运钞车,https://terms.naer.edu.tw/
317,cast aluminium alloy,鑄鋁合金,铸造铝合金,https://terms.naer.edu.tw/
318,cast copper alloy,鑄造銅合金,铸造铜合金,https://terms.naer.edu.tw/
319,cast iron,鑄鐵,铸铁,https://terms.naer.edu.tw/
320,cast magnesium alloy,鑄造用鎂合金,铸造镁合金,https://terms.naer.edu.tw/
321,cast steel,鑄鋼,铸钢,https://terms.naer.edu.tw/
322,cast structure,鑄造組織,铸造组织,https://terms.naer.edu.tw/
323,cast zinc alloy,鑄鋅合金,铸造锌合金,https://terms.naer.edu.tw/
324,cast-iron boiler,鑄鐵鍋爐,铸铁锅炉,https://terms.naer.edu.tw/
325,castability,可鑄性,铸造性能,https://terms.naer.edu.tw/
326,casting,鑄造，鑄件,铸件,https://terms.naer.edu.tw/
327,casting,鑄造，鑄件,铸造,https://terms.naer.edu.tw/
328,casting defect,鑄疵,铸造缺陷,https://terms.naer.edu.tw/
329,casting stress,鑄造應力,铸造应力,https://terms.naer.edu.tw/
330,Catastrophe theory,驟變理論；突變理論；劇變理論；災難理論；災變理論；巨變理論,突变论,https://terms.naer.edu.tw/
331,catastrophic wear,毀滅性磨損,毁坏性磨损,https://terms.naer.edu.tw/
332,cavitation corrosion,空洞腐蝕；空泡浸蝕,空蚀,https://terms.naer.edu.tw/
333,cementing manifold truck,固井管匯車,固井管汇车,https://terms.naer.edu.tw/
334,center,中心；頂尖,顶尖,https://terms.naer.edu.tw/
335,center drill,中心鑽,中心钻,https://terms.naer.edu.tw/
336,center hole,中心孔,中心孔,https://terms.naer.edu.tw/
337,center lathe,center lathe 機力車床,卧式车床,https://terms.naer.edu.tw/
338,center pivot sprinkling machine,中心支軸式噴灑機,中心支轴式喷灌机(圆形喷灌机),https://terms.naer.edu.tw/
339,center-axle trailer,中置軸拖車,中置轴挂车,https://terms.naer.edu.tw/
340,centerless grinding machine,無中心磨床；無心磨床,无心磨床,https://terms.naer.edu.tw/
341,Centralized parameter system,集中參數系統,集中参数系统,https://terms.naer.edu.tw/
342,centrifugal automatic clutch,離心式自動離合器,离心式自动离合器,https://terms.naer.edu.tw/
343,centrifugal casting,離心鑄造法,离心铸造,https://terms.naer.edu.tw/
